ID;Name;LongName;Parent;Component;Path;Line;Column;EndLine;EndColumn;CC;CCL;CCO;CI;CLC;CLLC;LDC;LLDC;LCOM5;NL;NLE;WMC;CBO;CBOI;NII;NOI;RFC;AD;CD;CLOC;DLOC;PDA;PUA;TCD;TCLOC;DIT;NOA;NOC;NOD;NOP;LLOC;LOC;Natt;NG;NLA;NLG;NLM;NLPA;NLPM;NLS;NM;NOS;NPA;NPM;NS;TLLOC;TLOC;TNA;TNG;TNLA;TNLG;TNLM;TNLPA;TNLPM;TNLS;TNM;TNOS;TNPA;TNPM;TNS;WarningBlocker;WarningCritical;WarningInfo;WarningMajor;WarningMinor;Bad Practice Rules;Best Practice Rules;Clone Metric Rules;Code Style Rules;Cohesion Metric Rules;Complexity Metric Rules;Correctness Rules;Coupling Metric Rules;Design Rules;Documentation Metric Rules;Documentation Rules;Dodgy Code Rules;Error Prone Rules;Experimental Rules;Inheritance Metric Rules;Internationalization Rules;Multithreaded Correctness Rules;Multithreading Rules;Optimization Rules;Performance Rules;Runtime Rules;Security Code Guideline Rules;Security Rules;Size Metric Rules;Vulnerability Rules
L11456;TestCircumfix;org.apache.lucene.analysis.hunspell.TestCircumfix;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestCircumfix.java;22;1;38;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;15;17;48;6;0;0;2;0;2;0;111;8;28;95;3;15;17;48;6;0;0;2;0;2;0;111;8;28;95;3;0;0;16;2;1;0;1;0;0;1;0;0;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11461;TestComplexPrefix;org.apache.lucene.analysis.hunspell.TestComplexPrefix;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestComplexPrefix.java;22;1;39;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;17;18;48;6;0;0;2;0;2;0;111;10;28;95;3;17;18;48;6;0;0;2;0;2;0;111;10;28;95;3;0;0;16;2;1;0;1;0;0;1;0;0;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11465;TestCondition;org.apache.lucene.analysis.hunspell.TestCondition;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestCondition.java;22;1;42;2;0.816901;1;1;1;0.666667;0.7;14;14;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;20;21;48;6;0;0;2;0;2;0;111;13;28;95;3;20;21;48;6;0;0;2;0;2;0;111;13;28;95;3;0;0;27;2;1;0;1;11;0;1;0;0;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11469;TestCondition2;org.apache.lucene.analysis.hunspell.TestCondition2;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestCondition2.java;22;1;32;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0.333333;0.64;16;16;1;2;0.64;16;2;2;0;0;1;9;11;48;6;0;0;2;0;2;0;111;2;28;95;3;9;11;48;6;0;0;2;0;2;0;111;2;28;95;3;0;0;14;1;0;0;0;0;0;1;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L11474;TestConv;org.apache.lucene.analysis.hunspell.TestConv;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestConv.java;22;1;36;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0.333333;0.551724;16;16;1;2;0.551724;16;2;2;0;0;1;13;15;48;6;0;0;2;0;2;0;111;6;28;95;3;13;15;48;6;0;0;2;0;2;0;111;6;28;95;3;0;0;14;2;1;0;1;0;0;1;0;0;0;1;5;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11479;TestDependencies;org.apache.lucene.analysis.hunspell.TestDependencies;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestDependencies.java;22;1;39;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;16;18;48;6;0;0;2;0;2;0;111;9;28;95;3;16;18;48;6;0;0;2;0;2;0;111;9;28;95;3;0;0;16;2;1;0;1;0;0;1;0;0;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11483;TestDictionary;org.apache.lucene.analysis.hunspell.TestDictionary;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestDictionary.java;38;1;246;2;0.424905;2;5;5;0.325359;0.367089;68;58;10;1;1;12;13;0;0;20;30;0.181818;0.04;6;2;2;9;0.0365854;6;1;1;0;0;1;144;192;47;6;0;0;10;0;10;0;116;118;28;103;3;158;209;48;6;1;0;13;0;13;0;119;122;28;106;3;0;0;75;3;46;0;45;33;0;1;0;0;1;1;32;0;0;2;0;0;0;0;0;0;1;0;0;0;8;0
L11525;TestDoubleEscape;org.apache.lucene.analysis.hunspell.TestDoubleEscape;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestDoubleEscape.java;22;1;31;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;9;10;48;6;0;0;2;0;2;0;111;2;28;95;3;9;10;48;6;0;0;2;0;2;0;111;2;28;95;3;0;0;16;1;0;0;0;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L11529;TestEscaped;org.apache.lucene.analysis.hunspell.TestEscaped;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestEscaped.java;22;1;36;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;14;15;48;6;0;0;2;0;2;0;111;7;28;95;3;14;15;48;6;0;0;2;0;2;0;111;7;28;95;3;0;0;16;1;1;0;1;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L11533;TestFlagLong;org.apache.lucene.analysis.hunspell.TestFlagLong;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestFlagLong.java;22;1;33;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;11;12;48;6;0;0;2;0;2;0;111;4;28;95;3;11;12;48;6;0;0;2;0;2;0;111;4;28;95;3;0;0;16;1;1;0;1;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L11537;TestFlagNum;org.apache.lucene.analysis.hunspell.TestFlagNum;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestFlagNum.java;22;1;33;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;11;12;48;6;0;0;2;0;2;0;111;4;28;95;3;11;12;48;6;0;0;2;0;2;0;111;4;28;95;3;0;0;16;1;1;0;1;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L11541;TestHomonyms;org.apache.lucene.analysis.hunspell.TestHomonyms;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestHomonyms.java;22;1;32;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;9;11;48;6;0;0;2;0;2;0;111;2;28;95;3;9;11;48;6;0;0;2;0;2;0;111;2;28;95;3;0;0;16;1;0;0;0;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L6897;TestHunspellStemFilter;org.apache.lucene.analysis.hunspell.TestHunspellStemFilter;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestHunspellStemFilter.java;40;1;122;2;0.232919;3;3;3;0.240964;0.28169;20;20;3;1;1;7;10;2;0;13;20;0.375;0.0666667;4;3;3;5;0.0533333;4;2;2;0;0;1;56;68;49;6;1;0;7;0;7;0;157;30;28;134;3;71;83;53;15;1;0;10;0;7;0;187;36;30;158;3;0;0;84;4;1;0;4;37;0;1;0;0;0;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0
L11580;TestHunspellStemFilterFactory;org.apache.lucene.analysis.hunspell.TestHunspellStemFilterFactory;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestHunspellStemFilterFactory.java;30;1;51;2;0.438356;1;2;1;0.454545;0.5;10;10;1;1;1;3;5;0;0;4;6;0.666667;0.166667;4;4;2;1;0.166667;4;3;3;0;0;1;20;22;48;6;0;0;2;0;2;0;161;8;28;129;3;20;22;48;6;0;0;2;0;2;0;161;8;28;129;3;0;0;26;0;2;0;2;11;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L11586;TestIgnore;org.apache.lucene.analysis.hunspell.TestIgnore;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestIgnore.java;22;1;36;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;13;15;48;6;0;0;2;0;2;0;111;6;28;95;3;13;15;48;6;0;0;2;0;2;0;111;6;28;95;3;0;0;16;2;1;0;1;0;0;1;0;0;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11590;TestMorph;org.apache.lucene.analysis.hunspell.TestMorph;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestMorph.java;22;1;34;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;11;13;48;6;0;0;2;0;2;0;111;4;28;95;3;11;13;48;6;0;0;2;0;2;0;111;4;28;95;3;0;0;16;1;1;0;1;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L11594;TestOptionalCondition;org.apache.lucene.analysis.hunspell.TestOptionalCondition;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestOptionalCondition.java;22;1;42;2;0.816901;1;1;1;0.666667;0.7;14;14;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;20;21;48;6;0;0;2;0;2;0;111;13;28;95;3;20;21;48;6;0;0;2;0;2;0;111;13;28;95;3;0;0;27;2;1;0;1;11;0;1;0;0;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11548;TestStemmer;org.apache.lucene.analysis.hunspell.TestStemmer;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestStemmer.java;22;1;76;2;0.751479;2;2;2;0.545455;0.652174;30;30;2;0;0;6;1;1;0;2;8;0.285714;0.0612245;3;2;2;5;0.0612245;3;2;2;0;0;1;46;55;48;6;0;0;6;0;6;0;115;31;28;99;3;46;55;48;6;0;0;6;0;6;0;115;31;28;99;3;0;0;40;6;3;0;3;18;0;1;0;0;0;1;13;0;0;5;0;0;0;0;0;0;0;0;0;0;8;0
L11607;TestTwoFold;org.apache.lucene.analysis.hunspell.TestTwoFold;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestTwoFold.java;22;1;37;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;14;16;48;6;0;0;2;0;2;0;111;7;28;95;3;14;16;48;6;0;0;2;0;2;0;111;7;28;95;3;0;0;16;2;1;0;1;0;0;1;0;0;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11611;TestTwoSuffixes;org.apache.lucene.analysis.hunspell.TestTwoSuffixes;L10621;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hunspell\TestTwoSuffixes.java;22;1;36;2;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;2;4;0;0;0;0;0;3;0;0;2;2;0;0;1;13;15;48;6;0;0;2;0;2;0;111;6;28;95;3;13;15;48;6;0;0;2;0;2;0;111;6;28;95;3;0;0;16;2;1;0;1;0;0;1;0;0;0;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11620;ArmenianAnalyzer;org.apache.lucene.analysis.hy.ArmenianAnalyzer;L11615;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\hy\ArmenianAnalyzer.java;40;1;129;2;0.42446;1;2;1;0.133333;0.292683;12;12;1;1;1;6;14;2;4;10;15;1;0.558824;38;38;5;0;0.506024;42;2;2;0;0;1;30;76;8;5;2;1;5;1;4;0;20;13;3;13;0;41;90;9;5;3;1;5;1;4;0;20;13;3;13;0;0;0;15;2;2;0;1;10;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
L11660;TestArmenianAnalyzer;org.apache.lucene.analysis.hy.TestArmenianAnalyzer;L11615;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\hy\TestArmenianAnalyzer.java;26;1;56;2;0;0;0;0;0;0;0;0;1;0;0;4;5;0;0;9;13;0.8;0.25;7;5;4;1;0.25;7;2;2;0;0;1;21;31;48;6;0;0;4;0;4;0;154;10;28;131;3;21;31;48;6;0;0;4;0;4;0;154;10;28;131;3;0;0;11;4;0;0;3;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11682;IndonesianAnalyzer;org.apache.lucene.analysis.id.IndonesianAnalyzer;L11672;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\id\IndonesianAnalyzer.java;37;1;129;2;0;0;0;0;0;0;0;0;1;1;1;6;13;2;4;10;15;1;0.583333;42;42;5;0;0.534884;46;2;2;0;0;1;30;80;8;5;2;1;5;1;4;0;20;12;3;13;0;40;93;9;5;3;1;5;1;4;0;20;12;3;13;0;0;0;5;2;2;0;1;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
L11717;IndonesianStemFilter;org.apache.lucene.analysis.id.IndonesianStemFilter;L11672;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\id\IndonesianStemFilter.java;30;1;67;2;0;0;0;0;0;0;0;0;1;2;2;5;6;5;5;7;10;0.75;0.315789;12;12;3;1;0.315789;12;3;3;0;0;1;26;38;12;6;4;0;3;0;3;0;37;9;2;30;0;26;38;12;6;4;0;3;0;3;0;37;9;2;30;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L11744;IndonesianStemFilterFactory;org.apache.lucene.analysis.id.IndonesianStemFilterFactory;L11672;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\id\IndonesianStemFilterFactory.java;37;1;53;2;0;0;0;0;0;0;0;0;1;1;1;3;4;0;0;3;5;0.666667;0.461538;12;12;2;1;0.461538;12;2;2;0;0;1;14;17;8;12;1;0;2;0;2;0;36;5;1;22;1;14;17;8;12;1;0;2;0;2;0;36;5;1;22;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L11726;IndonesianStemmer;org.apache.lucene.analysis.id.IndonesianStemmer;L11672;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\id\IndonesianStemmer.java;30;1;272;2;0.363439;5;52;12;0.329218;0.336634;80;68;1;3;3;76;1;1;1;3;11;1;0.0776256;17;14;2;0;0.0776256;17;0;0;0;0;0;202;243;9;0;9;0;8;0;1;0;8;136;0;1;0;202;243;9;0;9;0;8;0;1;0;8;136;0;1;0;0;0;34;0;13;0;2;12;10;0;3;0;0;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
L11806;TestIndonesianAnalyzer;org.apache.lucene.analysis.id.TestIndonesianAnalyzer;L11672;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\id\TestIndonesianAnalyzer.java;26;1;56;2;0;0;0;0;0;0;0;0;1;0;0;4;5;0;0;9;13;0.8;0.25;7;5;4;1;0.25;7;2;2;0;0;1;21;31;48;6;0;0;4;0;4;0;154;10;28;131;3;21;31;48;6;0;0;4;0;4;0;154;10;28;131;3;0;0;11;4;0;0;3;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L11818;TestIndonesianStemFilterFactory;org.apache.lucene.analysis.id.TestIndonesianStemFilterFactory;L11672;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\id\TestIndonesianStemFilterFactory.java;30;1;60;2;0;0;0;0;0;0;0;0;1;1;1;4;5;0;0;4;7;1;0.3125;10;10;4;0;0.3125;10;3;3;0;0;1;22;31;48;6;0;0;3;0;3;0;162;12;28;130;3;22;31;48;6;0;0;3;0;3;0;162;12;28;130;3;0;0;10;0;2;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L11827;TestIndonesianStemmer;org.apache.lucene.analysis.id.TestIndonesianStemmer;L11672;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\id\TestIndonesianStemmer.java;32;1;147;2;0.360558;2;2;2;0.353448;0.36;41;36;1;0;0;5;2;0;0;2;7;0.666667;0.0860215;8;8;4;2;0.0740741;8;2;2;0;0;1;85;101;50;6;2;0;5;0;5;0;155;68;28;132;3;100;116;54;15;2;0;8;0;7;0;185;74;30;156;3;0;0;70;8;2;0;5;28;2;0;0;0;0;0;28;0;0;3;0;0;0;0;0;0;0;0;0;0;14;0
L10349;IndicNormalizationFilter;org.apache.lucene.analysis.in.IndicNormalizationFilter;L11860;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\in\IndicNormalizationFilter.java;30;1;47;2;0;0;0;0;0;0;0;0;1;1;1;3;5;4;4;6;8;0.333333;0.2;4;4;1;2;0.2;4;3;3;0;0;1;16;18;10;6;2;0;2;0;2;0;36;5;2;29;0;16;18;10;6;2;0;2;0;2;0;36;5;2;29;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L11880;IndicNormalizationFilterFactory;org.apache.lucene.analysis.in.IndicNormalizationFilterFactory;L11860;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\in\IndicNormalizationFilterFactory.java;38;1;57;2;0;0;0;0;0;0;0;0;1;1;1;4;5;0;0;2;5;0.5;0.407407;11;11;2;2;0.407407;11;2;3;0;0;2;16;20;7;13;0;1;3;0;3;0;37;5;1;23;1;16;20;7;13;0;1;3;0;3;0;37;5;1;23;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0
L11871;IndicNormalizer;org.apache.lucene.analysis.in.IndicNormalizer;L11860;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\in\IndicNormalizer.java;32;1;294;2;0;0;0;0;0;0;0;0;1;4;4;18;2;1;1;1;4;1;0.426295;107;31;2;0;0.411538;107;0;0;0;0;0;144;253;2;0;2;0;3;0;1;0;3;36;0;1;0;153;263;5;0;5;0;4;0;1;0;4;38;0;1;0;0;0;13;0;21;0;4;0;16;0;3;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
L5897;IndicTokenizer;org.apache.lucene.analysis.in.IndicTokenizer;L11860;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\in\IndicTokenizer.java;31;1;49;2;0;0;0;0;0;0;0;0;1;0;0;6;3;2;1;2;5;0.333333;0.2;4;4;1;2;0.2;4;4;4;0;0;1;16;19;20;6;0;0;3;0;2;0;46;3;2;34;2;16;19;20;6;0;0;3;0;2;0;46;3;2;34;2;0;0;12;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
L11969;TestIndicNormalizer;org.apache.lucene.analysis.in.TestIndicNormalizer;L11860;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\in\TestIndicNormalizer.java;34;1;65;2;0.323529;1;1;1;0.3125;0.384615;10;10;2;0;0;3;6;0;0;4;7;0.666667;0.25;7;6;2;1;0.212121;7;2;2;0;0;1;21;27;48;6;0;0;3;0;2;0;153;13;28;129;3;26;32;52;9;0;0;4;0;2;0;163;15;30;137;3;0;0;43;2;1;0;2;21;0;1;0;0;0;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0
L11995;ItalianAnalyzer;org.apache.lucene.analysis.it.ItalianAnalyzer;L11985;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\it\ItalianAnalyzer.java;54;1;157;2;0.268182;1;3;1;0.0961538;0.185185;10;10;1;1;1;8;16;1;6;13;18;1;0.522222;47;47;5;0;0.485714;51;2;2;0;0;1;43;90;9;5;3;1;5;1;4;0;20;17;3;13;0;54;104;10;5;4;1;5;1;4;0;20;17;3;13;0;0;0;15;2;2;0;1;10;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
L12032;ItalianLightStemFilter;org.apache.lucene.analysis.it.ItalianLightStemFilter;L11985;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\it\ItalianLightStemFilter.java;37;1;58;2;0.657143;1;3;1;0.545455;0.6;12;12;1;2;2;4;6;4;4;7;9;0.333333;0.310345;9;9;1;2;0.310345;9;3;3;0;0;1;20;22;11;6;3;0;2;0;2;0;36;7;2;29;0;20;22;11;6;3;0;2;0;2;0;36;7;2;29;0;0;0;18;0;0;0;0;11;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L12056;ItalianLightStemFilterFactory;org.apache.lucene.analysis.it.ItalianLightStemFilterFactory;L11985;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\it\ItalianLightStemFilterFactory.java;37;1;51;2;0;0;0;0;0;0;0;0;1;1;1;3;3;0;0;2;4;0.666667;0.5;12;12;2;1;0.5;12;2;2;0;0;1;12;15;7;12;0;0;2;0;2;0;36;4;1;22;1;12;15;7;12;0;0;2;0;2;0;36;4;1;22;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L12044;ItalianLightStemmer;org.apache.lucene.analysis.it.ItalianLightStemmer;L11985;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\it\ItalianLightStemmer.java;62;1;117;2;0.584314;2;37;2;0.464286;0.520833;26;25;1;2;2;33;0;1;1;0;1;0.5;0.518519;56;56;1;1;0.518519;56;0;0;0;0;0;52;56;0;0;0;0;1;0;1;0;1;54;0;1;0;52;56;0;0;0;0;1;0;1;0;1;54;0;1;0;0;0;16;2;10;0;2;12;10;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L12070;TestItalianAnalyzer;org.apache.lucene.analysis.it.TestItalianAnalyzer;L11985;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\it\TestItalianAnalyzer.java;29;1;73;2;0;0;0;0;0;0;0;0;2;0;0;6;6;0;0;9;15;0.857143;0.225;9;7;6;1;0.225;9;2;2;0;0;1;31;45;48;6;0;0;6;0;6;0;156;16;28;133;3;31;45;48;6;0;0;6;0;6;0;156;16;28;133;3;0;0;18;4;2;0;5;0;0;1;0;0;0;0;9;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L12088;TestItalianLightStemFilter;org.apache.lucene.analysis.it.TestItalianLightStemFilter;L11985;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\it\TestItalianLightStemFilter.java;34;1;64;2;0.37931;1;1;1;0.322581;0.384615;10;10;2;0;0;3;4;0;0;6;9;0.75;0.25;5;5;3;1;0.16129;5;2;2;0;0;1;15;20;49;6;1;0;3;0;3;0;153;4;28;130;3;26;31;53;12;1;0;5;0;3;0;173;8;30;146;3;0;0;48;2;1;0;2;21;0;1;0;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0
L12109;TestItalianLightStemFilterFactory;org.apache.lucene.analysis.it.TestItalianLightStemFilterFactory;L11985;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\test\org\apache\lucene\analysis\it\TestItalianLightStemFilterFactory.java;30;1;47;2;0;0;0;0;0;0;0;0;1;1;1;3;5;0;0;4;6;0.666667;0.2;4;4;2;1;0.2;4;3;3;0;0;1;16;18;48;6;0;0;2;0;2;0;161;8;28;129;3;16;18;48;6;0;0;2;0;2;0;161;8;28;129;3;0;0;15;0;2;0;2;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0
L12125;LatvianAnalyzer;org.apache.lucene.analysis.lv.LatvianAnalyzer;L12115;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\lv\LatvianAnalyzer.java;41;1;130;2;0.387755;1;2;1;0.133333;0.292683;12;12;1;1;1;6;13;2;4;10;15;1;0.558824;38;38;5;0;0.506024;42;2;2;0;0;1;30;76;8;5;2;1;5;1;4;0;20;13;3;13;0;41;90;9;5;3;1;5;1;4;0;20;13;3;13;0;0;0;15;2;2;0;1;10;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
L12160;LatvianStemFilter;org.apache.lucene.analysis.lv.LatvianStemFilter;L12115;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\lv\LatvianStemFilter.java;37;1;58;2;0.657143;1;3;1;0.545455;0.6;12;12;1;2;2;4;6;4;4;7;9;0.333333;0.310345;9;9;1;2;0.310345;9;3;3;0;0;1;20;22;11;6;3;0;2;0;2;0;36;7;2;29;0;20;22;11;6;3;0;2;0;2;0;36;7;2;29;0;0;0;18;0;0;0;0;11;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L12179;LatvianStemFilterFactory;org.apache.lucene.analysis.lv.LatvianStemFilterFactory;L12115;L103;D:\Descargas\lucene-4.9.1\analysis\common\src\java\org\apache\lucene\analysis\lv\LatvianStemFilterFactory.java;37;1;51;2;0;0;0;0;0;0;0;0;1;1;1;3;3;0;0;2;4;0.666667;0.5;12;12;2;1;0.5;12;2;2;0;0;1;12;15;7;12;0;0;2;0;2;0;36;4;1;22;1;12;15;7;12;0;0;2;0;2;0;36;4;1;22;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
