"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Inheritance Metric Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L39478","ConfLoader","conf.ConfLoader","L166816","L103","D:\Descargas\lucene-4.10.0\benchmark\src\test\conf\ConfLoader.java","20","1","22","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.894737","17","16","1","0","0.894737","17","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L88142","LucenePackage","org.apache.lucene.LucenePackage","L106","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\LucenePackage.java","21","1","29","2","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","2","1","0.76","19","18","2","0","0.76","19","0","0","0","0","0","6","9","0","0","0","0","2","0","1","0","2","1","0","1","0","6","9","0","0","0","0","2","0","1","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L138541","TestAssertions","org.apache.lucene.TestAssertions","L106","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\TestAssertions.java","26","1","55","2","0","0","0","0","0","0","0","0","1","1","1","2","4","0","0","0","1","0.5","0.235294","4","3","1","1","0.137931","4","1","1","0","0","1","13","18","47","6","0","0","1","0","1","0","107","7","28","94","3","25","30","54","24","0","0","4","0","4","0","200","10","30","169","3","0","1","34","0","0","0","0","0","0","0","0","0","0","0","20","0","0","1","0","0","0","0","0","0","0","0","0","0","14","0"
"L138563","TestDemo","org.apache.lucene.TestDemo","L106","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\TestDemo.java","40","1","80","2","0.326531","1","1","1","0.268293","0.275862","11","8","1","1","1","2","16","0","0","21","22","0.5","0.309524","13","6","1","1","0.309524","13","1","1","0","0","1","29","41","47","6","0","0","1","0","1","0","107","26","28","94","3","29","41","47","6","0","0","1","0","1","0","107","26","28","94","3","0","0","23","1","5","0","5","10","0","0","0","0","2","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0"
"L138567","TestExternalCodecs","org.apache.lucene.TestExternalCodecs","L106","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\TestExternalCodecs.java","38","1","137","2","0","0","0","0","0","0","0","0","1","2","2","9","15","0","0","29","30","1","0.109589","8","5","2","0","0.0909091","8","1","1","0","0","1","65","83","47","6","0","0","1","0","1","0","107","50","28","94","3","80","100","63","11","3","1","2","0","2","0","127","55","28","113","4","0","3","20","8","12","0","20","0","0","0","0","0","2","0","9","0","0","2","0","0","0","0","0","0","1","0","0","0","9","0"
"L138587","TestMergeSchedulerExternal","org.apache.lucene.TestMergeSchedulerExternal","L106","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\TestMergeSchedulerExternal.java","41","1","149","2","0","0","0","0","0","0","0","0","2","1","1","3","16","2","0","27","29","0.333333","0.1875","9","4","1","2","0.0927835","9","1","1","0","0","1","39","53","50","6","3","0","2","0","2","0","108","29","28","95","3","88","109","66","13","3","1","9","0","6","0","147","50","30","119","9","0","0","46","2","12","0","7","0","5","3","0","0","2","0","31","1","0","1","0","0","0","0","0","0","0","0","0","0","10","0"
"L138634","TestSearch","org.apache.lucene.TestSearch","L106","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\TestSearch.java","35","1","198","2","0.288022","1","2","2","0.182927","0.206349","30","26","1","2","2","10","24","0","0","35","39","0.666667","0.080292","11","10","2","1","0.080292","11","1","1","0","0","1","126","164","47","6","0","0","4","0","2","0","110","97","28","95","3","126","164","47","6","0","0","4","0","2","0","110","97","28","95","3","0","0","32","3","5","0","5","12","0","0","0","0","3","1","9","0","0","1","0","0","0","0","0","0","1","0","0","0","8","0"
"L138647","TestSearchForDuplicates","org.apache.lucene.TestSearchForDuplicates","L106","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\TestSearchForDuplicates.java","32","1","144","2","0","0","0","0","0","0","0","0","1","2","2","16","22","0","0","28","32","0.5","0.11828","11","8","1","1","0.11828","11","1","1","0","0","1","82","113","52","6","5","0","4","0","1","0","110","65","28","94","3","82","113","52","6","5","0","4","0","1","0","110","65","28","94","3","0","0","19","3","6","0","3","0","5","0","0","0","2","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"L138677","TestWorstCaseTestBehavior","org.apache.lucene.TestWorstCaseTestBehavior","L106","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\TestWorstCaseTestBehavior.java","26","1","98","2","0.127572","2","2","2","0.150685","0.171875","11","11","6","2","2","12","1","0","0","0","6","0.142857","0.253521","18","16","1","6","0.228916","19","1","1","0","0","1","53","61","47","6","0","0","6","0","6","0","112","29","28","99","3","64","73","47","6","0","0","8","0","8","0","114","32","28","101","3","0","0","53","12","2","0","11","20","2","1","0","0","0","1","24","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"L164348","Among","org.tartarus.snowball.Among","L164343","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\tartarus\snowball\Among.java","45","1","74","2","0","0","0","0","0","0","0","0","0","2","2","3","1","24","0","0","1","0.5","0.357143","15","9","1","1","0.357143","15","0","0","0","0","0","27","30","7","0","7","0","1","6","1","0","1","10","6","1","0","27","30","7","0","7","0","1","6","1","0","1","10","6","1","0","0","0","8","1","8","0","0","0","6","0","0","0","0","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","5","0"
"L7309","SnowballProgram","org.tartarus.snowball.SnowballProgram","L164343","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\tartarus\snowball\SnowballProgram.java","49","1","501","2","0.312849","4","36","8","0.256071","0.301205","116","100","1","3","3","108","3","28","251","1","30","0.857143","0.209524","88","45","6","1","0.209524","88","0","0","23","23","0","332","453","7","3","7","3","29","0","6","2","29","259","0","6","2","332","453","7","3","7","3","29","0","6","2","29","259","0","6","2","0","0","82","1","48","0","1","32","47","0","2","0","0","0","45","0","0","1","0","1","0","0","0","0","0","0","0","0","2","0"
"L165833","Cell","org.egothor.stemmer.Cell","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Cell.java","60","1","94","2","0","0","0","0","0","0","0","0","1","0","0","3","0","8","7","0","3","1","0.514286","18","18","2","0","0.514286","18","0","0","0","0","0","17","35","4","0","4","0","3","0","1","0","3","5","0","1","0","17","35","4","0","4","0","3","0","1","0","3","5","0","1","0","0","0","0","0","8","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"L165856","Compile","org.egothor.stemmer.Compile","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Compile.java","72","1","203","2","0","0","0","0","0","0","0","0","1","5","5","21","7","1","3","12","15","1","0.134454","16","14","2","0","0.134454","16","0","0","0","0","0","103","132","3","0","3","0","3","0","1","0","3","78","0","1","0","103","132","3","0","3","0","3","0","1","0","3","78","0","1","0","0","3","12","4","10","0","6","0","5","0","3","0","1","3","6","0","0","1","0","0","0","0","0","0","2","0","0","0","2","0"
"L165868","Diff","org.egothor.stemmer.Diff","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Diff.java","66","1","295","2","0.142675","1","6","2","0.0956522","0.133333","22","22","2","3","3","39","0","4","4","0","4","1","0.266667","60","34","5","0","0.266667","60","0","0","0","0","0","165","230","8","0","8","0","4","0","4","0","4","126","0","4","0","165","230","8","0","8","0","4","0","4","0","4","126","0","4","0","0","2","18","2","20","0","2","9","10","1","1","0","0","0","2","0","0","2","0","0","0","0","1","0","9","0","0","0","5","0"
"L165943","DiffIt","org.egothor.stemmer.DiffIt","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\DiffIt.java","68","1","121","2","0","0","0","0","0","0","0","0","1","5","5","9","1","0","0","2","5","1","0.301887","16","14","2","0","0.301887","16","0","0","0","0","0","37","54","0","0","0","0","3","0","1","0","3","26","0","1","0","37","54","0","0","0","0","3","0","1","0","3","26","0","1","0","0","2","4","4","6","0","4","0","2","0","2","0","0","3","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0"
"L165895","Gener","org.egothor.stemmer.Gener","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Gener.java","66","1","132","2","0","0","0","0","0","0","0","0","1","3","3","13","4","2","2","3","6","1","0.333333","22","22","4","0","0.333333","22","1","1","0","0","1","44","67","0","0","0","0","3","0","3","0","6","32","0","5","0","44","67","0","0","0","0","3","0","3","0","6","32","0","5","0","0","0","0","0","6","0","3","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L165890","Lift","org.egothor.stemmer.Lift","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Lift.java","68","1","147","2","0","0","0","0","0","0","0","0","1","6","6","12","4","2","2","4","7","1","0.35","28","28","4","0","0.35","28","1","1","0","0","1","52","80","1","0","1","0","3","0","3","0","6","34","0","5","0","52","80","1","0","1","0","3","0","3","0","6","34","0","5","0","0","0","6","0","3","0","0","0","3","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L166017","MultiTrie","org.egothor.stemmer.MultiTrie","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\MultiTrie.java","69","1","209","2","0.4575","2","8","3","0.241135","0.423077","34","33","1","2","2","23","2","3","6","8","16","1","0.422222","57","57","9","0","0.422222","57","1","1","1","1","1","78","141","8","9","4","2","8","0","8","0","22","50","0","20","0","78","141","8","9","4","2","8","0","8","0","22","50","0","20","0","0","0","22","0","11","0","2","22","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L31003","MultiTrie2","org.egothor.stemmer.MultiTrie2","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\MultiTrie2.java","70","1","334","2","0.454134","2","18","3","0.298113","0.396739","79","73","2","4","4","56","3","3","4","8","20","1","0.286822","74","61","9","0","0.286822","74","2","2","0","0","1","184","265","8","11","0","2","12","0","8","0","34","117","0","28","0","184","265","8","11","0","2","12","0","8","0","34","117","0","28","0","0","2","42","2","12","0","11","24","1","1","3","0","0","1","14","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0"
"L165880","Optimizer","org.egothor.stemmer.Optimizer","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Optimizer.java","68","1","198","2","0","0","0","0","0","0","0","0","1","4","4","21","5","3","3","8","12","1","0.261905","33","32","5","0","0.261905","33","1","1","1","1","1","93","131","0","0","0","0","4","0","4","0","7","64","0","6","0","93","131","0","0","0","0","4","0","4","0","7","64","0","6","0","0","0","6","0","5","0","0","0","3","0","2","0","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L165885","Optimizer2","org.egothor.stemmer.Optimizer2","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Optimizer2.java","66","1","90","2","0","0","0","0","0","0","0","0","1","1","1","5","2","2","2","2","4","1","0.606061","20","20","3","0","0.606061","20","2","2","0","0","1","13","25","0","0","0","0","2","0","2","0","9","5","0","8","0","13","25","0","0","0","0","2","0","2","0","9","5","0","8","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L165955","Reduce","org.egothor.stemmer.Reduce","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Reduce.java","65","1","134","2","0","0","0","0","0","0","0","0","1","2","2","6","4","6","7","2","5","1","0.333333","13","13","3","0","0.333333","22","0","0","3","4","0","26","46","0","0","0","0","3","0","2","0","3","17","0","2","0","44","70","3","6","0","0","4","0","3","0","19","28","0","17","2","0","0","2","0","7","0","2","0","4","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L165970","Row","org.egothor.stemmer.Row","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Row.java","67","1","310","2","0.144615","1","6","2","0.0983607","0.163265","24","24","1","6","5","40","1","6","13","1","16","1","0.363636","84","84","15","0","0.363636","84","0","0","1","1","0","147","244","3","6","3","6","15","0","14","2","15","93","0","14","2","147","244","3","6","3","6","15","0","14","2","15","93","0","14","2","0","0","24","1","15","0","2","15","11","0","4","0","0","0","4","1","0","0","0","0","0","0","0","0","2","0","0","0","1","0"
"L30865","Trie","org.egothor.stemmer.Trie","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\java\org\egothor\stemmer\Trie.java","72","1","421","2","0.0891473","1","10","2","0.0685714","0.104348","24","24","2","4","4","53","4","12","29","15","29","1","0.298305","88","88","13","0","0.296636","97","0","0","1","2","0","207","318","4","7","4","7","14","0","12","0","14","157","0","12","0","230","350","7","7","7","7","17","0","12","0","17","167","0","12","0","0","0","26","1","20","0","3","9","16","1","3","0","0","1","12","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"L166276","TestCompile","org.egothor.stemmer.TestCompile","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\test\org\egothor\stemmer\TestCompile.java","75","1","187","2","0.459016","1","3","3","0.39823","0.432692","45","45","1","4","4","15","5","0","0","7","13","0","0.00952381","1","0","0","4","0.00952381","1","1","1","0","0","1","104","113","47","6","0","0","6","0","3","0","112","76","28","96","3","104","113","47","6","0","0","6","0","3","0","112","76","28","96","3","0","4","48","2","9","0","7","23","1","0","2","0","0","1","15","0","0","3","0","0","0","0","0","0","3","0","0","0","8","0"
"L166295","TestStemmer","org.egothor.stemmer.TestStemmer","L165813","L103","D:\Descargas\lucene-4.10.0\analysis\stempel\src\test\org\egothor\stemmer\TestStemmer.java","60","1","168","2","0.605381","1","10","5","0.623853","0.6","68","45","1","2","2","15","8","0","0","11","18","0","0.0963855","8","0","0","7","0.0963855","8","1","1","0","0","1","75","109","47","6","0","0","7","0","6","0","113","58","28","99","3","75","109","47","6","0","0","7","0","6","0","113","58","28","99","3","0","0","53","0","7","0","7","32","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0"
"L726","Analyzer","org.apache.lucene.analysis.Analyzer","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\Analyzer.java","72","1","474","2","0","0","0","0","0","0","0","0","2","1","1","17","6","795","289","6","18","1","0.709402","166","165","11","0","0.651106","265","0","0","391","440","0","68","235","5","4","5","4","12","2","10","1","12","28","2","10","1","142","403","8","12","8","10","28","2","23","6","34","50","2","25","8","0","0","21","1","10","0","0","0","8","1","0","0","0","0","12","3","0","0","0","3","0","0","0","0","0","0","0","0","5","0"
"L13515","AnalyzerWrapper","org.apache.lucene.analysis.AnalyzerWrapper","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\AnalyzerWrapper.java","44","1","130","2","0","0","0","0","0","0","0","0","1","0","0","9","3","13","8","5","14","0.25","0.68","68","68","1","3","0.68","68","1","1","8","11","1","32","87","5","7","0","3","9","0","3","0","20","8","2","13","1","32","87","5","7","0","3","9","0","3","0","20","8","2","13","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L6257","CachingTokenFilter","org.apache.lucene.analysis.CachingTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\CachingTokenFilter.java","36","1","98","2","0","0","0","0","0","0","0","0","1","1","1","10","4","8","6","5","10","0.6","0.384615","25","21","3","2","0.384615","25","3","3","0","0","1","40","63","11","6","3","0","5","0","4","0","39","17","2","31","0","40","63","11","6","3","0","5","0","4","0","39","17","2","31","0","0","0","9","0","4","0","0","0","2","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0"
"L1282","CharFilter","org.apache.lucene.analysis.CharFilter","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\CharFilter.java","41","1","84","2","0","0","0","0","0","0","0","0","1","0","0","5","0","27","19","0","4","1","0.724138","42","42","4","0","0.724138","42","0","0","8","12","0","16","44","1","0","1","0","4","0","3","0","4","5","0","3","0","16","44","1","0","1","0","4","0","3","0","4","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L14008","DelegatingAnalyzerWrapper","org.apache.lucene.analysis.DelegatingAnalyzerWrapper","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\DelegatingAnalyzerWrapper.java","39","1","92","2","0","0","0","0","0","0","0","0","2","0","0","3","5","6","1","5","8","1","0.727273","40","39","1","0","0.506329","40","2","2","3","3","1","15","27","5","7","0","0","3","0","0","0","23","4","2","13","1","39","54","7","9","2","1","6","0","2","1","29","13","2","16","3","0","0","16","0","1","0","0","0","1","1","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L7788","NumericTokenStream","org.apache.lucene.analysis.NumericTokenStream","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\NumericTokenStream.java","94","1","327","2","0","0","0","0","0","0","0","0","1","1","1","15","8","4","9","11","21","0.818182","0.64375","103","101","9","2","0.492248","127","2","2","0","0","1","57","131","14","7","7","1","10","2","10","4","40","26","4","34","4","131","234","24","15","13","8","30","2","29","6","67","51","5","57","6","0","0","46","0","18","0","1","0","10","1","0","0","0","1","35","1","0","0","0","1","0","0","0","0","5","0","0","0","9","0"
"L31471","ReusableStringReader","org.apache.lucene.analysis.ReusableStringReader","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\ReusableStringReader.java","23","1","61","2","0","0","0","0","0","0","0","0","1","1","1","6","0","3","2","0","4","0.25","0.339623","18","17","1","3","0.339623","18","0","0","0","0","0","35","39","3","0","3","0","4","0","3","1","4","16","0","3","1","35","39","3","0","3","0","4","0","3","1","4","16","0","3","1","0","0","9","0","6","0","2","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"L14055","Token","org.apache.lucene.analysis.Token","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\Token.java","72","1","387","2","0","0","0","0","0","0","0","0","2","1","1","36","9","63","75","22","50","0.821429","0.51682","169","167","23","5","0.51682","169","4","12","0","0","3","158","316","13","5","3","2","28","1","27","2","73","78","2","70","8","158","316","13","5","3","2","28","1","27","2","73","78","2","70","8","0","0","27","1","4","0","0","0","3","1","0","0","0","0","13","1","0","1","0","2","0","0","0","0","0","0","0","0","11","0"
"L429","TokenFilter","org.apache.lucene.analysis.TokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\TokenFilter.java","27","1","72","2","0","0","0","0","0","0","0","0","1","0","0","4","1","212","247","4","8","1","0.595745","28","28","4","0","0.595745","28","2","2","158","175","1","19","46","8","6","1","0","4","0","3","0","35","5","2","28","0","19","46","8","6","1","0","4","0","3","0","35","5","2","28","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0"
"L310","Tokenizer","org.apache.lucene.analysis.Tokenizer","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\Tokenizer.java","34","1","119","2","0","0","0","0","0","0","0","0","1","2","1","12","3","449","160","4","11","0.75","0.407895","31","29","3","1","0.369048","31","2","2","35","51","1","45","77","10","6","3","0","7","0","3","2","38","20","2","28","2","53","86","10","6","3","0","9","0","5","2","40","21","2","30","2","0","3","19","0","2","0","0","0","1","1","0","0","0","3","14","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0"
"L329","TokenStream","org.apache.lucene.analysis.TokenStream","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\TokenStream.java","88","1","208","2","0","0","0","0","0","0","0","0","4","2","2","13","3","694","333","6","14","1","0.753012","125","124","5","0","0.753012","125","1","1","43","271","1","41","121","7","6","1","0","8","1","4","0","31","17","2","25","0","41","121","7","6","1","0","8","1","4","0","31","17","2","25","0","0","0","9","2","3","0","0","0","3","1","0","0","0","0","2","2","0","0","0","2","0","0","0","0","0","0","0","0","4","0"
"L32441","TokenStreamToAutomaton","org.apache.lucene.analysis.TokenStreamToAutomaton","L128","L103","D:\Descargas\lucene-4.10.0\core\src\java\org\apache\lucene\analysis\TokenStreamToAutomaton.java","39","1","259","2","0","0","0","0","0","0","0","0","1","4","4","31","12","4","16","18","24","1","0.230337","41","32","5","0","0.220513","43","0","0","0","0","0","137","202","4","0","4","0","6","2","4","2","6","98","2","4","2","152","221","10","2","6","0","8","2","5","2","15","101","2","10","2","0","0","25","0","9","0","4","0","4","0","3","0","2","1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0"
"L32526","TestCachingTokenFilter","org.apache.lucene.analysis.TestCachingTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestCachingTokenFilter.java","35","1","119","2","0","0","0","0","0","0","0","0","1","1","1","3","16","1","0","21","23","0","0.0689655","4","0","0","2","0.0555556","4","2","2","0","0","1","54","69","48","6","1","0","2","0","1","0","152","36","28","128","3","68","85","58","12","4","0","3","0","2","0","183","42","30","153","3","0","0","24","1","16","0","14","0","0","0","0","0","2","1","12","0","0","1","0","0","0","0","0","0","1","0","0","0","10","0"
"L32555","TestCharFilter","org.apache.lucene.analysis.TestCharFilter","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestCharFilter.java","26","1","81","2","0","0","0","0","0","0","0","0","4","0","0","4","4","0","0","3","7","0","0","0","0","0","5","0","0","1","1","0","0","1","18","24","47","6","0","0","4","0","4","0","110","8","28","97","3","44","56","48","6","0","0","10","0","6","0","122","14","28","105","3","0","0","40","1","0","0","0","0","0","3","0","0","0","0","29","0","0","1","0","0","0","0","0","0","0","0","0","0","8","0"
"L32585","TestGraphTokenizers","org.apache.lucene.analysis.TestGraphTokenizers","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestGraphTokenizers.java","40","1","636","2","0.151825","2","13","5","0.162479","0.166667","97","76","3","2","2","43","12","0","0","20","46","0.0909091","0.111111","35","12","2","20","0.111111","57","2","2","0","0","1","280","398","49","6","2","0","26","0","21","0","176","145","28","148","3","456","597","75","50","12","0","43","0","29","0","352","245","32","290","13","0","0","247","20","15","0","29","88","2","1","0","0","3","0","119","0","0","4","0","0","0","0","0","0","0","0","0","0","36","0"
"L32787","TestLookaheadTokenFilter","org.apache.lucene.analysis.TestLookaheadTokenFilter","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestLookaheadTokenFilter.java","24","1","97","2","0","0","0","0","0","0","0","0","2","0","0","3","3","0","0","3","6","0","0","0","0","0","4","0","0","2","2","0","0","1","34","39","47","6","0","0","3","0","3","0","153","6","28","130","3","67","74","70","24","0","0","9","0","6","0","233","19","32","190","6","0","0","52","2","0","0","2","0","0","2","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0"
"L32840","TestMockAnalyzer","org.apache.lucene.analysis.TestMockAnalyzer","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestMockAnalyzer.java","46","1","339","2","0","0","0","0","0","0","0","0","2","3","3","21","33","0","0","59","76","0.722222","0.0886076","21","14","13","5","0.0786517","21","2","2","0","0","1","216","262","47","6","0","0","17","0","17","0","167","111","28","144","3","246","294","52","30","0","4","24","0","19","0","237","120","30","192","7","0","1","84","7","17","0","20","0","1","1","0","0","4","0","61","0","0","4","0","0","0","0","0","0","0","0","0","0","18","0"
"L32940","TestMockCharFilter","org.apache.lucene.analysis.TestMockCharFilter","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestMockCharFilter.java","23","1","58","2","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","1","2","0.5","0.432432","16","16","1","1","0.347826","16","2","2","0","0","1","21","25","47","6","0","0","1","0","1","0","151","4","28","128","3","30","36","52","10","0","0","3","0","1","0","164","7","30","138","4","0","0","21","0","1","0","1","0","0","1","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0"
"L32953","TestNumericTokenStream","org.apache.lucene.analysis.TestNumericTokenStream","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestNumericTokenStream.java","27","1","117","2","0.341667","2","5","3","0.362637","0.375","33","30","4","1","1","12","11","0","0","17","21","0","0.025","2","0","0","5","0.0243902","2","2","2","0","0","1","78","89","49","6","2","0","4","0","4","0","154","60","28","131","3","80","91","53","7","2","0","4","0","4","0","194","60","28","169","7","0","2","54","0","18","0","13","23","5","1","0","0","3","0","17","0","0","2","0","2","0","0","0","0","0","0","0","0","8","0"
"L32978","TestPosition","org.apache.lucene.analysis.TestPosition","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestPosition.java","26","1","37","2","0","0","0","0","0","0","0","0","0","0","0","2","2","1","2","0","2","0.333333","0.230769","3","3","1","2","0.230769","3","2","2","0","0","1","10","12","5","1","1","1","2","0","2","1","5","2","4","5","1","10","12","5","1","1","1","2","0","2","1","5","2","4","5","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L32986","TestReusableStringReader","org.apache.lucene.analysis.TestReusableStringReader","L128","L103","D:\Descargas\lucene-4.10.0\core\src\test\org\apache\lucene\analysis\TestReusableStringReader.java","23","1","61","2","0","0","0","0","0","0","0","0","1","1","1","2","2","0","0","4","5","0.5","0.32","16","16","1","1","0.32","16","1","1","0","0","1","34","39","47","6","0","0","1","0","1","0","107","29","28","94","3","34","39","47","6","0","0","1","0","1","0","107","29","28","94","3","0","0","11","1","19","0","18","0","0","0","0","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","8","0"
