"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Inheritance Metric Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L15400","TestPerFieldAnalyzerWrapper$2","org.apache.lucene.analysis.miscellaneous.TestPerFieldAnalyzerWrapper$2","L15397","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestPerFieldAnalyzerWrapper.java","137","33","147","6","0","0","0","0","0","0","0","0","2","0","0","2","4","0","0","3","5","0","0","0","0","0","1","0","0","1","1","0","0","1","10","11","5","4","0","0","2","0","0","0","13","2","2","10","1","10","11","5","4","0","0","2","0","0","0","13","2","2","10","1","0","0","10","0","0","0","0","0","0","1","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15446","TestRemoveDuplicatesTokenFilter$1","org.apache.lucene.analysis.miscellaneous.TestRemoveDuplicatesTokenFilter$1","L15437","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestRemoveDuplicatesTokenFilter.java","56","26","73","10","0","0","0","0","0","0","0","0","1","1","1","2","7","0","0","9","10","0","0","0","0","0","2","0","0","2","2","0","0","1","18","18","10","6","3","0","1","0","1","0","31","8","2","25","0","18","18","10","6","3","0","1","0","1","0","31","8","2","25","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15474","TestRemoveDuplicatesTokenFilter$2","org.apache.lucene.analysis.miscellaneous.TestRemoveDuplicatesTokenFilter$2","L15468","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestRemoveDuplicatesTokenFilter.java","157","48","164","8","0","0","0","0","0","0","0","0","1","0","0","1","7","0","0","4","5","0","0","0","0","0","1","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","3","2","10","1","8","8","5","4","0","0","1","0","0","0","12","3","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15481","TestRemoveDuplicatesTokenFilter$3","org.apache.lucene.analysis.miscellaneous.TestRemoveDuplicatesTokenFilter$3","L15478","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestRemoveDuplicatesTokenFilter.java","171","33","177","6","1","1","1","1","1","1","7","7","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15520","TestScandinavianFoldingFilter$2","org.apache.lucene.analysis.miscellaneous.TestScandinavianFoldingFilter$2","L15516","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestScandinavianFoldingFilter.java","112","33","118","6","1","1","1","1","1","1","7","7","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15545","TestScandinavianNormalizationFilter$2","org.apache.lucene.analysis.miscellaneous.TestScandinavianNormalizationFilter$2","L15541","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestScandinavianNormalizationFilter.java","111","33","117","6","1","1","1","1","1","1","7","7","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15628","TestTrimFilter$1","org.apache.lucene.analysis.miscellaneous.TestTrimFilter$1","L15624","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestTrimFilter.java","119","33","126","6","0","0","0","0","0","0","0","0","1","0","0","1","6","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","8","5","4","0","0","1","0","0","0","12","2","2","10","1","7","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15634","TestTrimFilter$2","org.apache.lucene.analysis.miscellaneous.TestTrimFilter$2","L15624","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestTrimFilter.java","129","33","136","6","0","0","0","0","0","0","0","0","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","8","5","4","0","0","1","0","0","0","12","2","2","10","1","7","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15641","TestTrimFilter$3","org.apache.lucene.analysis.miscellaneous.TestTrimFilter$3","L15638","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestTrimFilter.java","141","33","149","6","0","0","0","0","0","0","0","0","1","0","0","2","7","0","0","4","5","0","0","0","0","0","1","0","0","1","1","0","0","1","9","9","5","4","0","0","1","0","0","0","12","4","2","10","1","9","9","5","4","0","0","1","0","0","0","12","4","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15701","TestWordDelimiterFilter$1","org.apache.lucene.analysis.miscellaneous.TestWordDelimiterFilter$1","L15698","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestWordDelimiterFilter.java","217","33","225","6","1","1","1","1","1","1","9","9","1","0","0","1","5","0","0","3","4","0","0","0","0","0","2","0","0","1","1","0","0","1","9","9","5","4","0","0","1","0","1","0","12","2","2","10","1","9","9","5","4","0","0","1","0","1","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15707","TestWordDelimiterFilter$2","org.apache.lucene.analysis.miscellaneous.TestWordDelimiterFilter$2","L15698","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestWordDelimiterFilter.java","245","34","253","6","0","0","0","0","0","0","0","0","1","0","0","1","6","0","0","4","5","0","0","0","0","0","2","0","0","1","1","0","0","1","9","9","5","4","0","0","1","0","1","0","12","2","2","10","1","9","9","5","4","0","0","1","0","1","0","12","2","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15716","TestWordDelimiterFilter$3","org.apache.lucene.analysis.miscellaneous.TestWordDelimiterFilter$3","L15698","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestWordDelimiterFilter.java","278","34","285","6","0","0","0","0","0","0","0","0","1","0","0","1","7","0","0","4","5","0","0","0","0","0","2","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","1","0","12","3","2","10","1","8","8","5","4","0","0","1","0","1","0","12","3","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15724","TestWordDelimiterFilter$4","org.apache.lucene.analysis.miscellaneous.TestWordDelimiterFilter$4","L15720","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestWordDelimiterFilter.java","306","33","312","6","0","0","0","0","0","0","0","0","1","0","0","1","5","0","0","3","4","0","0","0","0","0","2","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","1","0","12","2","2","10","1","7","7","5","4","0","0","1","0","1","0","12","2","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15732","TestWordDelimiterFilter$5","org.apache.lucene.analysis.miscellaneous.TestWordDelimiterFilter$5","L15728","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestWordDelimiterFilter.java","326","33","332","6","0","0","0","0","0","0","0","0","1","0","0","1","5","0","0","3","4","0","0","0","0","0","2","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","1","0","12","2","2","10","1","7","7","5","4","0","0","1","0","1","0","12","2","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15740","TestWordDelimiterFilter$6","org.apache.lucene.analysis.miscellaneous.TestWordDelimiterFilter$6","L15736","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestWordDelimiterFilter.java","353","35","360","8","1","2","5","2","1","1","8","7","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","8","5","4","0","0","1","0","0","0","12","2","2","10","1","7","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15748","TestWordDelimiterFilter$7","org.apache.lucene.analysis.miscellaneous.TestWordDelimiterFilter$7","L15744","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestWordDelimiterFilter.java","378","35","385","8","1","2","5","2","1","1","8","7","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","8","5","4","0","0","1","0","0","0","12","2","2","10","1","7","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15755","TestWordDelimiterFilter$8","org.apache.lucene.analysis.miscellaneous.TestWordDelimiterFilter$8","L15752","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\miscellaneous\TestWordDelimiterFilter.java","402","35","408","8","1","1","3","1","1","1","7","7","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15811","EdgeNGramTokenFilter$Side$1","org.apache.lucene.analysis.ngram.EdgeNGramTokenFilter$Side$1","L7287","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\analysis\ngram\EdgeNGramTokenFilter.java","50","5","53","6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","4","4","2","2","0","1","1","0","1","0","2","1","2","2","0","4","4","2","2","0","1","1","0","1","0","2","1","2","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L15816","EdgeNGramTokenFilter$Side$2","org.apache.lucene.analysis.ngram.EdgeNGramTokenFilter$Side$2","L7287","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\analysis\ngram\EdgeNGramTokenFilter.java","57","5","60","6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","4","4","2","2","0","1","1","0","1","0","2","1","2","2","0","4","4","2","2","0","1","1","0","1","0","2","1","2","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16016","Lucene43EdgeNGramTokenizer$Side$1","org.apache.lucene.analysis.ngram.Lucene43EdgeNGramTokenizer$Side$1","L7272","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\analysis\ngram\Lucene43EdgeNGramTokenizer.java","49","5","52","6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","4","4","2","2","0","1","1","0","1","0","2","1","2","2","0","4","4","2","2","0","1","1","0","1","0","2","1","2","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16021","Lucene43EdgeNGramTokenizer$Side$2","org.apache.lucene.analysis.ngram.Lucene43EdgeNGramTokenizer$Side$2","L7272","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\analysis\ngram\Lucene43EdgeNGramTokenizer.java","55","5","58","6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","0","1","4","4","2","2","0","1","1","0","1","0","2","1","2","2","0","4","4","2","2","0","1","1","0","1","0","2","1","2","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16154","Lucene43NGramTokenFilter$1","org.apache.lucene.analysis.ngram.Lucene43NGramTokenFilter$1","L16143","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\analysis\ngram\Lucene43NGramTokenFilter.java","77","50","84","6","1","1","1","1","1","1","8","8","0","0","0","2","1","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","8","8","0","1","0","1","2","0","2","1","2","1","0","2","1","8","8","0","1","0","1","2","0","2","1","2","1","0","2","1","0","0","22","0","1","0","0","15","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16161","Lucene43NGramTokenFilter$2","org.apache.lucene.analysis.ngram.Lucene43NGramTokenFilter$2","L16143","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\analysis\ngram\Lucene43NGramTokenFilter.java","85","47","92","6","1","1","1","1","1","1","8","8","0","0","0","2","1","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","8","8","0","1","0","1","2","0","2","1","2","1","0","2","1","8","8","0","1","0","1","2","0","2","1","2","1","0","2","1","0","0","22","0","1","0","0","15","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16288","NGramTokenFilter$1","org.apache.lucene.analysis.ngram.NGramTokenFilter$1","L16250","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\analysis\ngram\NGramTokenFilter.java","105","52","112","8","1","1","1","1","1","1","8","8","0","0","0","2","1","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","8","8","0","1","0","1","2","0","2","1","2","1","0","2","1","8","8","0","1","0","1","2","0","2","1","2","1","0","2","1","0","0","22","0","1","0","0","15","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16294","NGramTokenFilter$2","org.apache.lucene.analysis.ngram.NGramTokenFilter$2","L16250","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\java\org\apache\lucene\analysis\ngram\NGramTokenFilter.java","113","49","120","8","1","1","1","1","1","1","8","8","0","0","0","2","1","0","0","0","2","0","0","0","0","0","3","0","0","2","2","0","0","1","8","8","0","1","0","1","2","0","2","1","2","1","0","2","1","8","8","0","1","0","1","2","0","2","1","2","1","0","2","1","0","0","22","0","1","0","0","15","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L16490","EdgeNGramTokenFilterTest$1","org.apache.lucene.analysis.ngram.EdgeNGramTokenFilterTest$1","L16483","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\EdgeNGramTokenFilterTest.java","195","40","203","6","0","0","0","0","0","0","0","0","1","0","0","1","9","0","0","4","5","0","0","0","0","0","1","0","0","1","1","0","0","1","9","9","5","4","0","0","1","0","0","0","12","4","2","10","1","9","9","5","4","0","0","1","0","0","0","12","4","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16498","EdgeNGramTokenFilterTest$2","org.apache.lucene.analysis.ngram.EdgeNGramTokenFilterTest$2","L16494","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\EdgeNGramTokenFilterTest.java","216","35","223","8","1","1","1","1","1","1","8","8","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16504","EdgeNGramTokenFilterTest$3","org.apache.lucene.analysis.ngram.EdgeNGramTokenFilterTest$3","L16494","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\EdgeNGramTokenFilterTest.java","227","33","234","6","0","0","0","0","0","0","0","0","1","0","0","1","7","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16511","EdgeNGramTokenFilterTest$4","org.apache.lucene.analysis.ngram.EdgeNGramTokenFilterTest$4","L16508","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\EdgeNGramTokenFilterTest.java","240","33","247","6","1","1","1","1","1","1","8","8","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16517","EdgeNGramTokenFilterTest$5","org.apache.lucene.analysis.ngram.EdgeNGramTokenFilterTest$5","L16508","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\EdgeNGramTokenFilterTest.java","250","33","257","6","0","0","0","0","0","0","0","0","1","0","0","1","7","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16550","EdgeNGramTokenizerTest$1","org.apache.lucene.analysis.ngram.EdgeNGramTokenizerTest$1","L16546","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\EdgeNGramTokenizerTest.java","114","35","120","8","1","1","2","1","1","1","7","7","1","0","0","1","4","0","0","2","3","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16556","EdgeNGramTokenizerTest$2","org.apache.lucene.analysis.ngram.EdgeNGramTokenizerTest$2","L16546","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\EdgeNGramTokenizerTest.java","125","33","131","6","0","0","0","0","0","0","0","0","1","0","0","1","6","0","0","2","3","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16604","NGramTokenFilterTest$1","org.apache.lucene.analysis.ngram.NGramTokenFilterTest$1","L16597","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\NGramTokenFilterTest.java","129","40","137","6","0","0","0","0","0","0","0","0","1","0","0","1","7","0","0","4","5","0","0","0","0","0","1","0","0","1","1","0","0","1","9","9","5","4","0","0","1","0","0","0","12","4","2","10","1","9","9","5","4","0","0","1","0","0","0","12","4","2","10","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16612","NGramTokenFilterTest$2","org.apache.lucene.analysis.ngram.NGramTokenFilterTest$2","L16608","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\NGramTokenFilterTest.java","150","35","157","8","1","1","1","1","1","1","8","8","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16619","NGramTokenFilterTest$3","org.apache.lucene.analysis.ngram.NGramTokenFilterTest$3","L16616","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\NGramTokenFilterTest.java","164","33","171","6","1","1","1","1","1","1","8","8","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","8","8","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16645","NGramTokenizerTest$1","org.apache.lucene.analysis.ngram.NGramTokenizerTest$1","L16641","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\NGramTokenizerTest.java","113","35","119","8","1","1","2","1","1","1","7","7","1","0","0","1","4","0","0","2","3","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L16677","NGramTokenizerTest$2","org.apache.lucene.analysis.ngram.NGramTokenizerTest$2","L16573","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\ngram\NGramTokenizerTest.java","161","116","166","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","0","4","4","0","0","1","6","6","29","6","0","0","1","0","0","0","52","1","4","35","2","6","6","29","6","0","0","1","0","0","0","52","1","4","35","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"L17157","TestNorwegianLightStemFilter$2","org.apache.lucene.analysis.no.TestNorwegianLightStemFilter$2","L17153","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\no\TestNorwegianLightStemFilter.java","59","40","65","6","1","1","1","1","1","1","7","7","1","0","0","1","6","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L17164","TestNorwegianLightStemFilter$3","org.apache.lucene.analysis.no.TestNorwegianLightStemFilter$3","L17161","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\no\TestNorwegianLightStemFilter.java","71","33","78","6","1","1","1","1","1","1","8","8","1","0","0","1","7","0","0","4","5","0","0","0","0","0","1","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","3","2","10","1","8","8","5","4","0","0","1","0","0","0","12","3","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L17174","TestNorwegianLightStemFilter$4","org.apache.lucene.analysis.no.TestNorwegianLightStemFilter$4","L17171","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\no\TestNorwegianLightStemFilter.java","89","33","95","6","1","1","1","1","1","1","7","7","1","0","0","1","5","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L17204","TestNorwegianMinimalStemFilter$2","org.apache.lucene.analysis.no.TestNorwegianMinimalStemFilter$2","L17200","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\no\TestNorwegianMinimalStemFilter.java","58","40","64","6","1","1","1","1","1","1","7","7","1","0","0","1","6","0","0","3","4","0","0","0","0","0","1","0","0","1","1","0","0","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","7","7","5","4","0","0","1","0","0","0","12","2","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"L17211","TestNorwegianMinimalStemFilter$3","org.apache.lucene.analysis.no.TestNorwegianMinimalStemFilter$3","L17208","L103","D:\Descargas\lucene-4.10.0\analysis\common\src\test\org\apache\lucene\analysis\no\TestNorwegianMinimalStemFilter.java","70","33","77","6","1","1","1","1","1","1","8","8","1","0","0","1","7","0","0","4","5","0","0","0","0","0","1","0","0","1","1","0","0","1","8","8","5","4","0","0","1","0","0","0","12","3","2","10","1","8","8","5","4","0","0","1","0","0","0","12","3","2","10","1","0","0","17","0","0","0","0","10","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
