ID;Name;LongName;Parent;Component;Path;Line;Column;EndLine;EndColumn;CC;CCL;CCO;CI;CLC;CLLC;LDC;LLDC;LCOM5;NL;NLE;WMC;CBO;CBOI;NII;NOI;RFC;AD;CD;CLOC;DLOC;PDA;PUA;TCD;TCLOC;DIT;NOA;NOC;NOD;NOP;LLOC;LOC;NAtt;NG;NLA;NLG;NLM;NLPA;NLPM;NLS;NM;NOS;NPA;NPM;NS;TLLOC;TLOC;TNA;TNG;TNLA;TNLG;TNLM;TNLPA;TNLPM;TNLS;TNM;TNOS;TNPA;TNPM;TNS;WarningBlocker;WarningCritical;WarningInfo;WarningMajor;WarningMinor;Bad Practice Rules;Best Practice Rules;Clone Metric Rules;Code Style Rules;Cohesion Metric Rules;Complexity Metric Rules;Correctness Rules;Coupling Metric Rules;Design Rules;Documentation Metric Rules;Documentation Rules;Dodgy Code Rules;Error Prone Rules;Experimental Rules;Inheritance Metric Rules;Internationalization Rules;Multithreaded Correctness Rules;Multithreading Rules;Optimization Rules;Performance Rules;Runtime Rules;Security Code Guideline Rules;Security Rules;Size Metric Rules;Vulnerability Rules
L38733;ExtractReuters;org.apache.lucene.benchmark.utils.ExtractReuters;L38729;L103;D:\Descargas\lucene-4.9.0\benchmark\src\java\org\apache\lucene\benchmark\utils\ExtractReuters.java;35;1;151;2;0;0;0;0;0;0;0;0;1;6;6;18;0;0;0;0;5;0.25;0.15534;16;6;1;3;0.149533;16;0;0;0;0;0;87;113;6;0;6;0;5;0;3;0;5;54;0;3;0;91;117;6;0;6;0;6;0;4;0;6;55;0;4;0;0;2;23;4;7;0;3;0;4;0;4;0;0;3;18;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0
L38773;ExtractWikipedia;org.apache.lucene.benchmark.utils.ExtractWikipedia;L38729;L103;D:\Descargas\lucene-4.9.0\benchmark\src\java\org\apache\lucene\benchmark\utils\ExtractWikipedia.java;38;1;160;2;0;0;0;0;0;0;0;0;1;4;2;21;7;0;0;7;13;0.166667;0.0373832;4;3;1;5;0.0373832;4;0;0;0;0;0;103;123;4;0;4;0;6;1;5;0;6;74;1;5;0;103;123;4;0;4;0;6;1;5;0;6;74;1;5;0;0;8;19;9;13;0;16;0;1;0;0;0;0;4;15;0;0;2;0;0;0;0;0;0;7;0;0;0;4;0
L39087;DatasetSplitter;org.apache.lucene.classification.utils.DatasetSplitter;L39082;L103;D:\Descargas\lucene-4.9.0\classification\src\java\org\apache\lucene\classification\utils\DatasetSplitter.java;41;1;136;2;0;0;0;0;0;0;0;0;1;8;5;15;16;1;1;26;28;1;0.298851;26;20;3;0;0.298851;26;0;0;0;0;0;61;96;2;0;2;0;2;0;2;0;2;41;0;2;0;61;96;2;0;2;0;2;0;2;0;2;41;0;2;0;0;0;10;1;0;0;0;0;0;0;5;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
L39117;DataSplitterTest;org.apache.lucene.classification.utils.DataSplitterTest;L39082;L103;D:\Descargas\lucene-4.9.0\classification\src\test\org\apache\lucene\classification\utils\DataSplitterTest.java;44;1;145;2;0;0;0;0;0;0;0;0;1;2;2;9;16;0;0;26;32;0.166667;0.047619;4;3;1;5;0.047619;4;1;1;0;0;1;80;102;53;6;6;0;6;0;5;1;110;52;28;96;3;80;102;53;6;6;0;6;0;5;1;110;52;28;96;3;0;1;27;3;13;0;10;0;1;0;0;0;3;5;15;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0
L39272;SimpleNaiveBayesClassifierTest$NGramAnalyzer;org.apache.lucene.classification.SimpleNaiveBayesClassifierTest$NGramAnalyzer;L39262;L103;D:\Descargas\lucene-4.9.0\classification\src\test\org\apache\lucene\classification\SimpleNaiveBayesClassifierTest.java;56;3;62;4;0;0;0;0;0;0;0;0;1;0;0;1;7;1;0;4;5;0;0;0;0;0;1;0;0;1;1;0;0;1;7;7;4;3;0;0;1;0;0;0;10;2;2;8;0;7;7;4;3;0;0;1;0;0;0;10;2;2;8;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L39331;AppendingCodec;org.apache.lucene.codecs.appending.AppendingCodec;L39319;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\appending\AppendingCodec.java;33;1;47;2;0;0;0;0;0;0;0;0;1;0;0;2;3;0;0;2;4;0.333333;0.45;9;9;1;2;0.45;9;3;3;0;0;1;11;15;5;2;1;0;2;0;2;0;19;2;0;17;1;11;15;5;2;1;0;2;0;2;0;19;2;0;17;1;0;0;5;0;1;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L39348;AppendingPostingsFormat;org.apache.lucene.codecs.appending.AppendingPostingsFormat;L39319;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\appending\AppendingPostingsFormat.java;33;1;67;2;0.769231;2;3;2;0.628571;0.677419;22;21;2;2;2;4;8;0;0;4;7;0.25;0.0882353;3;3;1;3;0.0882353;3;2;2;0;0;1;31;35;4;1;1;0;3;1;3;0;9;10;2;8;0;31;35;4;1;1;0;3;1;3;0;9;10;2;8;0;0;0;26;0;0;0;0;12;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
L39393;AppendingTermsReader;org.apache.lucene.codecs.appending.AppendingTermsReader;L39319;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\appending\AppendingTermsReader.java;37;1;68;2;0;0;0;0;0;0;0;0;3;0;0;4;10;1;1;5;9;0.5;0.15625;5;5;1;1;0.15625;5;3;4;0;0;1;27;32;11;1;2;0;4;0;1;0;19;6;1;9;0;27;32;11;1;2;0;4;0;1;0;19;6;1;9;0;0;0;15;0;2;0;0;0;2;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
L39467;BlockTermsReader;org.apache.lucene.codecs.blockterms.BlockTermsReader;L39450;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\blockterms\BlockTermsReader.java;64;1;914;2;0.0469196;2;4;2;0.0235018;0.0363636;20;20;1;3;3;30;19;7;5;24;33;0.25;0.181818;28;17;2;6;0.249659;183;2;3;0;0;1;126;167;9;1;8;0;9;0;7;0;12;69;1;8;0;550;851;43;8;38;5;42;0;36;0;56;315;4;46;0;0;0;129;6;16;0;2;16;11;1;6;0;4;2;77;1;0;6;0;1;0;0;0;0;0;0;0;0;24;0
L39815;BlockTermsWriter;org.apache.lucene.codecs.blockterms.BlockTermsWriter;L39450;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\blockterms\BlockTermsWriter.java;56;1;367;2;0.0431267;1;1;1;0.0320513;0.0406504;10;10;1;4;4;11;18;7;5;15;20;0.5;0.184783;17;13;2;2;0.12766;36;1;1;0;0;1;75;98;13;0;13;0;5;5;3;0;7;37;5;4;0;246;312;39;1;36;1;13;14;8;0;17;146;14;10;0;0;0;75;0;15;0;0;13;13;0;2;0;2;2;38;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0
L40025;FixedGapTermsIndexReader;org.apache.lucene.codecs.blockterms.FixedGapTermsIndexReader;L39450;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\blockterms\FixedGapTermsIndexReader.java;46;1;460;2;0.0447562;1;3;1;0.0240964;0.0332226;10;10;2;3;3;28;19;8;5;22;30;0.142857;0.127517;19;16;1;6;0.114706;39;2;2;0;0;1;130;173;13;2;13;2;8;0;6;0;8;71;0;6;0;301;415;27;2;27;2;19;0;16;0;19;177;0;16;0;0;0;73;3;12;0;2;8;8;1;3;0;3;2;50;0;0;3;0;0;0;0;0;0;0;0;0;0;8;0
L40230;FixedGapTermsIndexWriter;org.apache.lucene.codecs.blockterms.FixedGapTermsIndexWriter;L39450;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\blockterms\FixedGapTermsIndexWriter.java;44;1;261;2;0.0971272;1;3;1;0.0642202;0.0679012;14;11;2;4;4;15;14;7;6;12;18;0.25;0.166667;18;12;1;3;0.177665;35;1;1;0;0;1;90;112;10;0;10;0;6;0;3;0;6;56;0;3;0;162;218;22;0;22;0;10;0;6;0;10;100;0;6;0;0;0;38;0;13;0;0;8;12;1;2;0;1;0;22;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0
L39488;TermsIndexReaderBase;org.apache.lucene.codecs.blockterms.TermsIndexReaderBase;L39450;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\blockterms\TermsIndexReaderBase.java;42;1;77;2;0;0;0;0;0;0;0;0;0;0;0;4;3;9;8;0;4;0.2;0.631579;12;12;1;4;0.621622;23;1;1;2;2;1;7;18;0;2;0;2;4;0;4;0;5;0;0;5;0;14;36;0;2;0;2;9;0;9;0;10;0;0;10;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L39833;TermsIndexWriterBase;org.apache.lucene.codecs.blockterms.TermsIndexWriterBase;L39450;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\blockterms\TermsIndexWriterBase.java;34;1;46;2;0;0;0;0;0;0;0;0;0;0;0;1;2;9;1;0;1;0.5;0.7;7;7;1;1;0.555556;10;0;0;2;2;0;3;8;0;0;0;0;1;0;1;0;1;0;0;1;0;8;13;0;0;0;0;4;0;4;0;4;0;0;4;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L40351;VariableGapTermsIndexReader;org.apache.lucene.codecs.blockterms.VariableGapTermsIndexReader;L39450;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\blockterms\VariableGapTermsIndexReader.java;43;1;263;2;0.0992593;1;3;1;0.0452489;0.0584795;10;10;2;3;3;22;15;2;1;18;26;0.142857;0.0588235;6;5;1;6;0.1;19;2;2;0;0;1;96;120;8;2;8;2;8;0;6;0;8;51;0;6;0;171;221;12;2;12;2;17;0;14;0;17;85;0;14;0;0;0;58;1;5;0;2;8;2;2;2;0;4;1;39;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0
L40467;VariableGapTermsIndexWriter;org.apache.lucene.codecs.blockterms.VariableGapTermsIndexWriter;L39450;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\blockterms\VariableGapTermsIndexWriter.java;47;1;327;2;0.107089;1;3;1;0.0498221;0.0607735;14;11;2;4;4;14;15;4;2;12;18;0.5;0.379845;49;44;2;2;0.29845;77;1;1;0;0;1;80;149;10;0;10;0;6;0;3;0;6;48;0;3;0;181;281;24;0;24;0;18;0;15;0;18;88;0;15;0;0;0;53;0;10;0;0;8;10;1;2;0;2;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
L40616;TestFixedGapPostingsFormat;org.apache.lucene.codecs.blockterms.TestFixedGapPostingsFormat;L39450;L103;D:\Descargas\lucene-4.9.0\codecs\src\test\org\apache\lucene\codecs\blockterms\TestFixedGapPostingsFormat.java;30;1;37;2;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;2;1;0.416667;5;5;1;0;0.416667;5;3;3;0;0;1;7;8;58;8;1;1;1;0;0;0;128;1;28;104;3;7;8;58;8;1;1;1;0;0;0;128;1;28;104;3;0;0;10;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L40646;BloomFilterFactory;org.apache.lucene.codecs.bloom.BloomFilterFactory;L40634;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\bloom\BloomFilterFactory.java;27;1;62;2;0;0;0;0;0;0;0;0;1;0;0;3;3;4;3;1;4;1;0.783784;29;27;4;0;0.783784;29;0;0;2;2;0;8;36;0;1;0;1;3;0;3;0;3;2;0;3;0;8;36;0;1;0;1;3;0;3;0;3;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L40666;BloomFilteringPostingsFormat;org.apache.lucene.codecs.bloom.BloomFilteringPostingsFormat;L40634;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\bloom\BloomFilteringPostingsFormat.java;85;1;550;2;0;0;0;0;0;0;0;0;2;1;1;6;9;3;3;4;9;0.666667;0.614583;59;59;4;2;0.192488;82;2;2;0;0;1;37;77;10;1;7;0;5;4;5;0;11;9;5;10;0;344;466;31;13;20;9;50;4;47;0;74;132;9;64;0;0;0;129;1;23;0;1;0;14;1;0;0;4;9;105;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0
L40678;DefaultBloomFilterFactory;org.apache.lucene.codecs.bloom.DefaultBloomFilterFactory;L40634;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\bloom\DefaultBloomFilterFactory.java;26;1;41;2;0;0;0;0;0;0;0;0;1;0;0;2;5;1;0;3;5;0.333333;0.444444;8;5;1;2;0.444444;8;1;1;0;0;1;10;16;0;1;0;1;2;0;2;0;3;2;0;3;0;10;16;0;1;0;1;2;0;2;0;3;2;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L40651;FuzzySet;org.apache.lucene.codecs.bloom.FuzzySet;L40634;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\bloom\FuzzySet.java;50;1;312;2;0;0;0;0;0;0;0;0;1;3;3;34;9;8;9;14;30;0.533333;0.354086;91;76;8;7;0.363636;96;1;1;0;0;1;166;261;7;5;7;5;16;3;14;0;16;94;3;14;0;168;263;9;5;9;5;16;5;14;0;16;94;5;14;0;0;0;29;0;13;0;4;0;5;0;0;0;0;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
L40959;HashFunction;org.apache.lucene.codecs.bloom.HashFunction;L40634;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\bloom\HashFunction.java;27;1;36;2;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;1;1;0.785714;11;11;2;0;0.785714;11;0;0;1;1;0;3;10;0;0;0;0;1;0;1;0;1;0;0;1;0;3;10;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L41059;MurmurHash2;org.apache.lucene.codecs.bloom.MurmurHash2;L40634;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\bloom\MurmurHash2.java;35;1;102;2;0;0;0;0;0;0;0;0;1;2;2;9;2;1;0;0;4;0.5;0.333333;25;25;2;2;0.333333;25;1;1;0;0;1;50;68;1;0;1;0;4;1;3;0;4;36;1;3;0;50;68;1;0;1;0;4;1;3;0;4;36;1;3;0;0;0;11;0;2;0;0;0;2;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
L41079;TestBloomPostingsFormat;org.apache.lucene.codecs.bloom.TestBloomPostingsFormat;L40634;L103;D:\Descargas\lucene-4.9.0\codecs\src\test\org\apache\lucene\codecs\bloom\TestBloomPostingsFormat.java;27;1;34;2;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;2;1;0.3;3;3;1;0;0.3;3;3;3;0;0;1;7;8;58;8;1;1;1;0;0;0;128;1;28;104;3;7;8;58;8;1;1;1;0;0;0;128;1;28;104;3;0;0;10;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L41083;TestBloomFilteredLucene41Postings;org.apache.lucene.codecs.bloom.TestBloomFilteredLucene41Postings;L40634;L103;D:\Descargas\lucene-4.9.0\test-framework\src\java\org\apache\lucene\codecs\bloom\TestBloomFilteredLucene41Postings.java;37;1;74;2;0;0;0;0;0;0;0;0;1;0;0;3;8;1;1;5;8;0.25;0.28;7;7;1;3;0.282051;11;2;2;0;0;1;18;25;4;1;1;0;3;0;3;0;9;4;1;8;0;28;38;4;2;1;1;5;0;5;0;12;6;1;11;0;0;0;12;0;1;0;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L41129;FixedIntBlockIndexInput;org.apache.lucene.codecs.intblock.FixedIntBlockIndexInput;L41119;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\intblock\FixedIntBlockIndexInput.java;38;1;171;2;0.147541;1;3;1;0.104478;0.113208;14;12;2;0;0;5;8;3;0;4;9;0.2;0.28125;9;8;1;4;0.145161;18;1;1;1;1;1;23;38;2;1;2;1;5;0;4;0;5;7;0;4;0;106;134;12;1;12;1;14;0;12;0;14;45;0;12;0;0;0;53;2;3;0;2;13;2;1;0;0;0;0;37;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0
L41212;FixedIntBlockIndexOutput;org.apache.lucene.codecs.intblock.FixedIntBlockIndexOutput;L41119;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\intblock\FixedIntBlockIndexOutput.java;38;1;128;2;0.40239;2;5;2;0.274725;0.302632;25;23;2;2;2;7;5;3;0;2;7;0.25;0.222222;10;8;1;3;0.136364;12;1;1;1;1;1;35;44;4;0;4;0;5;0;3;0;5;13;0;3;0;76;91;8;0;8;0;9;0;7;0;9;33;0;7;0;0;0;47;0;4;0;0;22;4;1;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L41262;VariableIntBlockIndexInput;org.apache.lucene.codecs.intblock.VariableIntBlockIndexInput;L41119;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\intblock\VariableIntBlockIndexInput.java;40;1;198;2;0.133663;1;3;1;0.0880503;0.103448;14;12;2;0;0;5;8;3;0;4;9;0.25;0.30303;10;9;1;3;0.2;29;1;1;1;1;1;23;38;2;1;2;1;5;0;3;0;5;7;0;3;0;116;159;13;1;13;1;16;1;12;0;16;49;1;12;0;0;0;60;2;6;0;2;13;5;1;0;0;0;0;37;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0
L41338;VariableIntBlockIndexOutput;org.apache.lucene.codecs.intblock.VariableIntBlockIndexOutput;L41119;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\intblock\VariableIntBlockIndexOutput.java;40;1;136;2;0.404;2;5;2;0.257732;0.310811;25;23;2;3;3;7;5;3;0;2;7;0.25;0.333333;18;17;1;3;0.212766;20;1;1;1;1;1;36;54;3;0;3;0;5;0;3;0;5;15;0;3;0;74;97;7;0;7;0;8;0;6;0;8;35;0;6;0;0;0;40;0;4;0;0;22;4;1;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L41381;TestFixedIntBlockPostingsFormat;org.apache.lucene.codecs.intblock.TestFixedIntBlockPostingsFormat;L41119;L103;D:\Descargas\lucene-4.9.0\codecs\src\test\org\apache\lucene\codecs\intblock\TestFixedIntBlockPostingsFormat.java;28;1;36;2;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;2;1;0.363636;4;4;1;0;0.363636;4;3;3;0;0;1;7;9;58;8;1;1;1;0;0;0;128;1;28;104;3;7;9;58;8;1;1;1;0;0;0;128;1;28;104;3;0;0;10;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L41391;TestIntBlockCodec;org.apache.lucene.codecs.intblock.TestIntBlockCodec;L41119;L103;D:\Descargas\lucene-4.9.0\codecs\src\test\org\apache\lucene\codecs\intblock\TestIntBlockCodec.java;25;1;64;2;0;0;0;0;0;0;0;0;1;1;1;4;7;0;0;13;15;0;0.0666667;2;0;0;3;0.0666667;2;1;1;0;0;1;28;40;47;6;0;0;2;0;2;0;106;24;28;93;2;28;40;47;6;0;0;2;0;2;0;106;24;28;93;2;0;0;17;2;3;0;2;0;2;0;0;0;2;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L41418;TestVariableIntBlockPostingsFormat;org.apache.lucene.codecs.intblock.TestVariableIntBlockPostingsFormat;L41119;L103;D:\Descargas\lucene-4.9.0\codecs\src\test\org\apache\lucene\codecs\intblock\TestVariableIntBlockPostingsFormat.java;28;1;36;2;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;2;1;0.363636;4;4;1;0;0.363636;4;3;3;0;0;1;7;9;58;8;1;1;1;0;0;0;128;1;28;104;3;7;9;58;8;1;1;1;0;0;0;128;1;28;104;3;0;0;10;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0
L41456;DirectDocValuesConsumer;org.apache.lucene.codecs.memory.DirectDocValuesConsumer;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\DirectDocValuesConsumer.java;45;1;342;2;0.274529;5;15;6;0.255034;0.259414;76;62;1;3;3;43;13;1;1;17;28;0.285714;0.12605;30;11;2;5;0.111524;30;1;1;0;0;1;208;260;3;0;3;0;11;0;6;0;19;134;0;13;0;239;298;5;0;5;0;15;0;10;0;23;147;0;17;0;0;0;73;1;4;0;2;36;3;1;1;0;1;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L41582;DirectDocValuesFormat;org.apache.lucene.codecs.memory.DirectDocValuesFormat;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\DirectDocValuesFormat.java;53;1;83;2;0;0;0;0;0;0;0;0;1;0;0;3;7;2;1;3;6;0.5;0.595745;28;28;2;2;0.595745;28;2;2;0;0;1;19;31;8;1;6;0;3;2;3;0;9;3;2;8;0;19;31;8;1;6;0;3;2;3;0;9;3;2;8;0;0;0;10;0;8;0;0;0;8;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
L41613;DirectDocValuesProducer;org.apache.lucene.codecs.memory.DirectDocValuesProducer;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\DirectDocValuesProducer.java;50;1;629;2;0.3;9;35;13;0.253448;0.284274;147;141;1;8;3;63;34;2;1;34;57;0.1;0.0320856;12;5;1;9;0.03125;16;2;2;0;0;1;362;425;24;7;24;7;23;0;9;0;24;213;0;9;0;496;580;63;10;61;10;40;0;26;2;56;237;1;31;2;0;0;275;2;47;0;1;122;40;1;2;0;2;3;133;0;0;1;0;0;0;0;4;0;0;0;0;0;15;0
L42032;DirectPostingsFormat;org.apache.lucene.codecs.memory.DirectPostingsFormat;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\DirectPostingsFormat.java;76;1;2312;2;0.136588;7;61;15;0.140367;0.142769;314;232;2;2;2;5;8;1;1;7;11;0.6;0.460317;29;28;3;2;0.178463;353;2;2;0;0;1;34;63;7;1;4;0;4;0;4;0;10;14;1;9;0;1625;2237;108;19;94;15;125;10;117;2;179;922;20;151;2;0;1;489;18;52;0;23;109;27;9;27;0;5;4;263;1;0;16;0;1;0;0;0;0;0;0;0;0;75;0
L42596;FSTOrdPostingsFormat;org.apache.lucene.codecs.memory.FSTOrdPostingsFormat;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\FSTOrdPostingsFormat.java;39;1;83;2;0.854545;3;8;4;0.733333;0.780488;33;32;3;2;2;6;12;1;1;7;11;0.2;0.0681818;3;3;1;4;0.0681818;3;2;2;0;0;1;41;45;3;1;0;0;4;0;4;0;10;18;1;9;0;41;45;3;1;0;0;4;0;4;0;10;18;1;9;0;0;0;33;0;0;0;0;18;0;1;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L42624;FSTOrdPulsing41PostingsFormat;org.apache.lucene.codecs.memory.FSTOrdPulsing41PostingsFormat;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\FSTOrdPulsing41PostingsFormat.java;41;1;91;2;0.787671;2;4;2;0.686275;0.73913;35;34;1;2;2;6;14;1;1;9;13;0.2;0.0416667;2;2;1;4;0.0416667;2;2;2;0;0;1;46;51;5;1;2;0;4;0;4;0;10;26;1;9;0;46;51;5;1;2;0;4;0;4;0;10;26;1;9;0;0;0;33;0;0;0;0;19;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L42619;FSTOrdTermsReader;org.apache.lucene.codecs.memory.FSTOrdTermsReader;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\FSTOrdTermsReader.java;72;1;860;2;0.272846;10;44;10;0.226869;0.263804;179;172;2;4;4;30;24;5;3;36;47;0.25;0.0903226;14;10;2;6;0.10069;73;2;3;0;0;1;141;160;5;1;4;0;11;0;7;0;14;84;1;8;0;652;789;47;10;42;5;67;0;34;0;125;370;4;76;0;0;0;275;4;73;0;4;86;67;4;5;0;6;0;142;0;0;6;0;0;0;0;0;0;0;0;0;0;32;0
L42607;FSTOrdTermsWriter;org.apache.lucene.codecs.memory.FSTOrdTermsWriter;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\FSTOrdTermsWriter.java;149;1;377;2;0;0;0;0;0;0;0;0;2;4;4;10;18;5;3;17;22;0.25;0.549451;100;99;1;3;0.350993;106;1;1;0;0;1;82;94;12;0;12;0;5;4;3;0;7;46;4;4;0;196;229;42;1;39;1;11;15;7;0;15;109;15;9;0;0;0;50;1;12;0;0;0;8;2;2;0;3;2;27;0;0;0;0;0;0;0;0;0;3;0;0;0;16;0
L43111;FSTPostingsFormat;org.apache.lucene.codecs.memory.FSTPostingsFormat;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\FSTPostingsFormat.java;39;1;83;2;0.854545;3;8;4;0.733333;0.780488;33;32;3;2;2;6;12;1;1;7;11;0.2;0.0681818;3;3;1;4;0.0681818;3;2;2;0;0;1;41;45;3;1;0;0;4;0;4;0;10;18;1;9;0;41;45;3;1;0;0;4;0;4;0;10;18;1;9;0;0;0;33;0;0;0;0;18;0;1;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L43129;FSTPulsing41PostingsFormat;org.apache.lucene.codecs.memory.FSTPulsing41PostingsFormat;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\FSTPulsing41PostingsFormat.java;42;1;92;2;0.787671;2;4;2;0.686275;0.73913;35;34;1;2;2;6;14;1;1;9;13;0.2;0.0612245;3;3;1;4;0.0612245;3;2;2;0;0;1;46;51;5;1;2;0;4;0;4;0;10;26;1;9;0;46;51;5;1;2;0;4;0;4;0;10;26;1;9;0;0;0;33;0;0;0;0;19;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
L43143;FSTTermOutputs;org.apache.lucene.codecs.memory.FSTTermOutputs;L41428;L103;D:\Descargas\lucene-4.9.0\codecs\src\java\org\apache\lucene\codecs\memory\FSTTermOutputs.java;40;1;377;2;0;0;0;0;0;0;0;0;4;3;3;76;6;6;3;12;26;0.2;0.164794;44;12;2;8;0.154762;52;1;1;0;0;1;223;270;3;1;3;1;14;0;9;0;20;142;0;15;0;284;338;8;1;8;1;19;0;12;0;25;178;0;18;0;0;0;46;3;11;0;5;0;8;2;2;0;0;0;42;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
